"SpecCode","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AirBreathing","AirBreathingRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","VulnerabilityClimate","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
13769,"Gunnellichthys",2334,"Dawson, 1968","Yellowstripe wormfish","Guvir_u1.jpg",NA,NA,NA,410,"Microdesminae",134,NA,"elongated","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,1,50,90102,1,5,9710,NA,NA,NA,NA,10,NA,12,"SL",NA,NA,48637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits sand and rubble bottoms (Ref. 9710, 48637). Also found in open sand. Algal flats and seagrass beds in 3-50 m (Ref. 90102).",NA,0.507799983024597,0,14,1995-07-03,303,2013-07-02,113,1996-12-20,NA
929,"Gymnocaesio",1723,"(Bleeker, 1856)","Slender fusilier","Gygym_u7.jpg",NA,NA,NA,459,"Gymnocaesioninae",286,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,0,500,402,NA,NA,NA,NA,NA,NA,NA,10,NA,18,"TL",NA,NA,402,NA,NA,NA,NA,NA,NA,NA,NA,"GYGYM_U1",NA,NA,NA,171,"minor commercial","unknown",NA,NA,NA,NA,"various gears",NA,0,0,0,1,0,0,0,0,0,1,"never/rarely",NA,NA,"usually",171,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits coastal areas around coral reefs (Ref. 30573).  Feeds on zooplankton in large midwater aggregations.  Forms schools with members of the genus <i>Pterocaesio</i>.  Oviparous, with numerous, small pelagic eggs (Ref. 402).  Often mistaken for juveniles and easily overlooked because of small size (Ref. 48636).  Also caught with drive-in nets.  Utilized as tuna bait fish (Ref. 30573).",NA,1,0,2,1990-10-17,949,2006-03-29,23,1993-09-16,NA
8084,"Gymnocranius",2295,"Senta, 1973","Forktail large-eye bream","Gyelo_u2.jpg",NA,NA,NA,328,"Monotaxinae",3438,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"demersal","WaterAssumed",NA,"non-migratory",NA,50,100,2295,NA,NA,NA,NA,NA,NA,NA,25,NA,35,"TL",NA,NA,2295,25,"TL",NA,NA,2295,NA,NA,NA,"GYELO_U0",NA,NA,NA,9775,"minor commercial","high","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"trawls","unspecified bottom trawls (TB)",0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits sandy or low-relief rocky bottoms (Ref. 11228).  Feeds on bottom-living invertebrates.  Marketed fresh (Ref. 9775). May be solitary or in small groups, on flat offshore trawling grounds, occasionally near shallow coral reefs (Ref. 90102).",NA,0.500500023365021,0,2,1990-11-10,2310,2013-04-12,113,1994-03-08,NA
1837,"Gymnocranius",2295,"(Günther, 1879)","Japanese large-eye bream","Gyeua_u0.jpg",NA,NA,NA,328,"Monotaxinae",3438,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,15,50,2295,NA,NA,NA,NA,NA,NA,NA,40.48,NA,45,"TL",NA,NA,2295,35,"TL",NA,NA,2295,NA,NA,NA,"GYEUA_U2",NA,NA,NA,171,"minor commercial","high","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"hooks and lines","set lines (LLS)",0,0,0,0,1,1,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs over sand and rubble areas adjacent to rock and coral reefs in lagoons and outer slopes (Ref. 9775, 90102).  Feeds on bottom-dwelling gastropods.  Also caught with bottom longlines and handlines (Ref. 9775).  Marketed fresh.",NA,0.500500023365021,0,2,1990-11-10,2310,2013-04-12,113,1994-08-18,NA
1838,"Gymnocranius",2295,"Bleeker, 1873","Yellowsnout large-eye bream","Gyfre_u0.jpg",NA,NA,NA,328,"Monotaxinae",3438,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,20,80,2295,NA,NA,NA,NA,NA,NA,NA,25,NA,35,"TL",NA,NA,2295,30,"TL",NA,NA,2295,NA,NA,NA,"GYFRE_U0",NA,NA,NA,9775,"commercial","high","Questionable: based on ex-vessel price for species in this genus",NA,NA,"Malaysia, Thailand and Vietnam","trawls","unspecified bottom trawls (TB)",0,0,0,0,0,0,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs over sand, mud, and rubble areas.  Feed mainly on small bottom-living gastropods.  Marketed  fresh or dried-salted.  Also caught with bottom longlines and handlines (Ref. 9775).",NA,0.500500023365021,0,2,1990-11-10,113,2016-05-12,113,1994-08-18,NA
1834,"Gymnocranius",2295,"(Valenciennes, 1830)","Blue-lined large-eye bream","Gygra_u3.jpg",NA,NA,"Gygra_j0.jpg",328,"Monotaxinae",3438,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,20,170,12260,NA,NA,NA,NA,NA,NA,NA,41.78,NA,80,"TL",NA,NA,2295,64,"SL",NA,NA,37816,5500,NA,40637,"GYGRA_U0",NA,NA,NA,9775,"minor commercial","high","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"various gears",NA,0,0,0,0,0,1,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,1,83530,"harmless",NA,"no special ability",NA,NA,1,"Inhabits offshore reefs (Ref. 9710), trawling grounds of the continental shelves and offshore rocky bottoms (Ref. 30573).  Juveniles inshore on muddy substrates (Ref. 48635).  Solitary or in small groups (Ref. 90102).  Feeds mostly on bottom invertebrates and small fishes (Ref. 30573).  Potential commercial fish if sufficient stocks can be located (Ref. 9775).  Marketed fresh (Ref. 9775); sometimes with a strong and unpleasant flavor (Ref. 11888).",NA,0.500500023365021,0,2,1990-11-10,65,2024-08-12,113,1994-08-18,NA
1833,"Gymnocranius",2295,"(Temminck & Schlegel, 1843)","Grey large-eye bream","Gygri_u5.jpg",NA,NA,"Gygri_j0.jpg",328,"Monotaxinae",3438,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,15,80,2295,NA,NA,NA,NA,NA,NA,NA,37.53,NA,35,"TL",NA,NA,2295,25,"TL",NA,NA,2295,NA,NA,NA,"GYGRI_U1",NA,NA,NA,171,"commercial","high","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"trawls","unspecified bottom trawls (TB)",0,0,0,0,0,0,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,1,12484,"harmless",NA,"no special ability",NA,NA,1,"In sheltered coastal bays and sand and mud slopes in depths over 20 m (Ref. 48635); also in coastal trawling grounds.  Juveniles sometimes in shallow estuaries on algae reefs (Ref. 48635).  Sometimes forms schools.  Feeds on bottom-living invertebrates.  Sexually mature upon reaching 15-17 cm SL.  Sometimes caught with handlines and marketed dried (Ref. 9775) or fresh.  In Hong Kong live fish markets (Ref. 27253).",NA,0.500500023365021,0,2,1990-11-10,2310,2016-05-12,113,1994-08-18,NA
1839,"Gymnocranius",2295,"(Bleeker, 1851)","Blue-spotted large-eye bream","Gymic_u5.jpg",NA,NA,NA,328,"Monotaxinae",3438,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,15,50,2295,NA,NA,NA,NA,NA,NA,NA,35,NA,45,"TL",NA,NA,2295,35,"TL",NA,NA,2295,NA,NA,NA,"GYMIC_U0",NA,NA,NA,9775,"minor commercial","high","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"hooks and lines",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found over sandy and rubble bottoms near rock and coral reefs.  Solitary on sand slopes in clear coastal lagoon habitats (Ref. 48635).  May be found in small groups (Ref. 90102).  Feeds on small bottom-living invertebrates.  Marketed fresh (Ref. 9775).",NA,0.500500023365021,0,2,1990-11-10,2310,2013-04-15,113,1994-08-18,NA
106,"Gymnosarda",168,"(Rüppell, 1836)","Dogtooth tuna","Gyuni_u4.jpg",NA,NA,NA,416,"Scombrinae",2446,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"oceanodromous",51243,0,250,86942,NA,NA,NA,NA,NA,NA,NA,90,92.44,248,"FL",NA,NA,40637,190,"NG",NA,NA,9710,131000,NA,168,"GYUNI_U0",NA,NA,NA,171,"minor commercial","high","Reliable: based on ex-vessel price for this species",NA,NA,NA,"various gears",NA,1,0,0,0,0,0,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,1,4699,"reports of ciguatera poisoning",168,"no special ability",NA,NA,1,"An offshore species found mainly around coral reefs.  Generally solitary or occur in small schools of six or less.  Preys on small schooling fishes such as <i>Decapterus</i>, <i>Caesio</i>, <i>Nasio</i>, <i>Cirrhilabrus</i>, <i>Pterocaesio</i> and squids.  Caught mainly by pole-and-line. Marketed canned and frozen (Ref. 9684, 48637).  Adults may be ciguatoxic (Ref. 37816).  Minimum depth reported taken from Ref. 128797.",NA,1,0,2,1990-10-17,2762,2023-06-15,18,1994-03-17,NA
6493,"Gymnothorax",6934,"(Bleeker, 1857)","Latticetail moray","Gybur_u4.jpg",NA,NA,NA,56,"Muraeninae",3758,NA,"eel-like","R",NA,NA,0,0,1,1,"reef-associated","WaterAssumed",NA,NA,NA,0,25,37816,NA,NA,NA,NA,NA,NA,NA,28.7,NA,38.7000007629395,"TL",NA,NA,90102,NA,NA,NA,NA,NA,NA,NA,NA,"GYBUR_U0",NA,NA,NA,NA,"minor commercial",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs in shallow lagoon and seaward reefs, primarily found in the surge zone (Ref. 9710).  Benthic (Ref. 58302).  Lives between rocks and corals.",NA,0.5,0,14,1992-10-30,303,2025-02-12,113,1995-07-04,NA
5390,"Gymnothorax",6934,"Bleeker, 1864","Lipspot moray","Gychi_u5.jpg",NA,NA,NA,56,"Muraeninae",3758,NA,"eel-like","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,45,11441,NA,5,NA,NA,NA,NA,NA,40.2,NA,50.5,"TL",NA,NA,2334,NA,NA,NA,NA,NA,NA,NA,NA,"GYCHI_U0",NA,NA,NA,NA,"minor commercial",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs in shallow coastal reef flats, usually found in less than 5 m water depth, but ranges to deep water rubble reefs (Ref. 48635).  Benthic (Ref. 58302).  Minimum depth reported taken from Ref. 86942.",NA,0.5,0,14,1992-04-15,2762,2024-05-28,1,1994-05-12,NA
10715,"Gymnothorax",3132,"Whitley, 1932","Sieve-patterned moray","Gycri_u0.jpg",NA,NA,NA,56,"Muraeninae",3758,NA,"eel-like","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,75,"TL",NA,NA,3132,NA,NA,NA,NA,NA,NA,NA,NA,"GYCRI_U1",NA,NA,NA,NA,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits coral reef crevices.",NA,0.5,0,2,1994-06-13,2,1994-09-13,2,1994-06-13,NA
65992,"Gymnothorax",85566,"Prokofiev, 2010",NA,NA,NA,NA,NA,56,"Muraeninae",3758,NA,"eel-like","O",NA,NA,0,0,0,1,"benthopelagic","WaterAssumed",NA,NA,NA,14,100,85566,NA,NA,NA,NA,NA,NA,NA,33,NA,43,"TL",NA,NA,85566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor commercial",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"This species occurs only on soft grounds, silted or sandy, up to depths of 100 m (usually much less).  Stomachs of examined specimens contained small fish and stomatopods.  Eggs are large (1 mm in diameter) and pallid yellowish and spawners with mature gonads occurred in spring-summer.  It has no commercial value and captured fish are used as forage for animals or discarded (Ref. 85566).",NA,0.5,0,14,2011-03-29,NA,2011-03-29,NA,NA,NA
5391,"Gymnothorax",6934,"Bloch & Schneider, 1801","Laced moray","Gyfav_u5.jpg",NA,NA,NA,56,"Muraeninae",3758,NA,"eel-like","R",NA,NA,0,0,1,1,"reef-associated","WaterAssumed",NA,NA,NA,1,50,90102,NA,NA,NA,NA,NA,NA,NA,90,NA,300,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"GYFAV_U1",NA,NA,NA,30573,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"hooks and lines",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",4537,0,NA,"reports of ciguatera poisoning",4537,"no special ability",NA,NA,1,"Inhabits reef flats and outer reef slopes of continental reefs (Ref. 9710).  One of the two largest of Indo-Pacific morays.  Often in holes with cleaner wrasses or shrimps (Ref. 48635).  Feeds on cephalopods and small fishes (Ref. 30573).  Large adults may be aggressive (Ref. 9710).  Minimum depth reported taken from Ref. 30573.",NA,0.5,0,14,1992-04-15,2291,2013-02-11,1,1994-03-18,NA
6495,"Gymnothorax",6934,"(Bennett, 1832)","Fimbriate moray","Gyfim_u3.jpg",NA,NA,NA,56,"Muraeninae",3758,NA,"eel-like","R",NA,NA,0,0,1,1,"reef-associated","WaterAssumed",NA,NA,NA,0,50,90102,NA,NA,NA,NA,NA,18,NA,57.36,NA,93.4000015258789,"TL",87.1999969482422,"TL",121652,NA,NA,NA,NA,NA,1463.59997558594,1169.30004882812,121652,"GYFIM_U0",NA,NA,NA,NA,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs in lagoons, reef flats and seaward reefs (Ref. 1602, 48635).  Prefers protected inshore waters among dead corals, common in harbors and small caves (Ref. 30404).  Probably nocturnal (Ref. 1602).  Feeds on fishes and crustaceans (Ref. 9710).  Possibly a protogynous hermaphrodite (Ref. 32169).  Current age of a captive individual is 18 years, which exceeds 100 cm and approximately 10 lbs (owner Mark Palermo, pers. comm. 07/12).  Minimum depth reported taken from Ref. 86942.",NA,0.5,0,14,1992-10-30,2762,2024-05-28,126,1995-10-03,NA
5392,"Gymnothorax",6934,"(Rüppell, 1830)","Yellow-edged moray","Gyfla_u9.jpg",NA,NA,NA,56,"Muraeninae",3758,NA,"eel-like","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,150,1602,NA,NA,NA,NA,NA,NA,NA,90,NA,240,"TL",NA,NA,48635,NA,NA,NA,NA,NA,NA,NA,NA,"GYFLA_U1",NA,NA,NA,30573,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"hooks and lines",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"reports of ciguatera poisoning",4690,"no special ability",NA,NA,1,"Along drop-offs (Ref. 48635).  Benthic (Ref. 58302).  Occurs in coral or rocky areas of reef flats and protected shorelines to seaward reefs.  Feeds on cephalopods (Ref. 30573), fishes, and crustaceans (Ref. 89972).  Most often appears on the reef after a fish has been speared during daylight.  The regularity and promptness of such appearances make it clear that <i>G. flavimarginatus</i> is especially sensitive to stimuli emanating from an injured or stressed fish (Ref. 13550).  Eaten in some parts of the Indo-Pacific (Ref. 12484).  Minimum depth reported taken from Ref. 128797. Solitary and curious, usually seen with head protruding (Ref 90102).",NA,0.5,0,14,1992-04-15,2762,2023-06-13,1,1994-05-12,NA
7491,"Gymnothorax",6934,"Beebe & Tee-Van, 1933","Herre's moray","Gyher_u1.jpg",NA,NA,NA,56,"Muraeninae",3758,NA,"eel-like","R",NA,"Caribbean species with same name is invalid.",0,0,0,1,"demersal","WaterAssumed",NA,NA,NA,0,12,90102,NA,NA,NA,NA,NA,NA,NA,20,NA,30,"TL",NA,NA,90102,NA,NA,NA,NA,NA,NA,NA,NA,"GYBRU_U1",NA,NA,NA,NA,"minor commercial",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found in coral reefs and rocky shores in 0-12 m (Ref 90102).",NA,0.5,0,14,1993-02-24,2291,2013-07-23,1,1997-09-23,NA
58603,"Gymnothorax",12904,"(Richardson, 1845)",NA,"Gyisi_u2.jpg",NA,NA,NA,56,"Muraeninae",3758,NA,"eel-like","o",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,3,30,90102,NA,NA,NA,NA,NA,NA,NA,90,NA,180,"TL",NA,NA,48635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Solitary among coral outcrops, often seen protruding head from shelter. Found in coastal reefs and outer slopes in 3-30 m (Ref 90102).",NA,0.5,0,113,2002-01-16,2291,2013-02-11,NA,NA,NA
6380,"Gymnothorax",6934,"(Bleeker, 1859)","Giant moray","Gyjav_u2.jpg",NA,NA,NA,56,"Muraeninae",3758,NA,"eel-like","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,50,30573,NA,NA,NA,NA,NA,NA,NA,90,NA,300,"TL",NA,NA,9710,NA,NA,NA,NA,NA,30000,NA,30404,"GYJAV_U3",NA,NA,NA,NA,"subsistence fisheries","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",13603,0,NA,"reports of ciguatera poisoning",4690,"no special ability",NA,NA,1,"Found in lagoon and seaward reefs.  Commonly seen species along deep drop-offs and slopes in Indonesian waters (Ref. 48635).  Benthic (Ref. 58302).  Juveniles more secretive and occur on intertidal reef flats (Ref. 37816).  It feeds primarily on fishes and occasionally on crustaceans.  This is the largest Indo-Pacific moray eel (Ref. 30404), perhaps reaching 3 m in length.  Because of its position at the top of the reef's food chain it is often ciguatoxic.  Attacks humans when provoked (Ref. 3132).  Minimum depth reported taken from Ref. 10713. Solitary in reef holes (Ref 90102).",NA,0.5,0,10,1992-09-12,2291,2013-02-11,126,1995-10-03,NA
5393,"Gymnothorax",6934,"Bleeker, 1864","Blotch-necked moray","Gymar_u4.jpg",NA,NA,NA,56,"Muraeninae",3758,NA,"eel-like","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,1,25,30874,NA,NA,NA,NA,NA,NA,NA,48,NA,70,"TL",NA,NA,1602,NA,NA,NA,NA,NA,NA,NA,NA,"GYMAR_U2",NA,NA,NA,NA,"minor commercial",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs at reef flats and outer reef slopes to a depth of at least 20 m. Feeds on fishes, cephalopodes and crustaceans (Ref. 89972).  Unlikely to be encountered without the use of ichthyocide (Ref. 1602, 37816, 58302).  Benthic (Ref. 58302).  Possibly a protogynous hermaphrodite (Ref. 32169). Common, but highly cryptic and seldom seen (Ref 90102).  Minimum depth reported taken from Ref. 86942.",NA,0.5,0,14,1992-04-15,2762,2024-05-28,1,1994-05-12,NA
7284,"Gymnothorax",6934,"Schultz, 1953","Dwarf moray","Gymel_u8.jpg",NA,NA,NA,56,"Muraeninae",3758,NA,"eel-like","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,1,58,58302,NA,NA,NA,NA,NA,NA,NA,20,NA,30,"TL",NA,NA,90102,NA,NA,NA,NA,NA,NA,NA,NA,"GYMEL_U0",NA,NA,NA,NA,"minor commercial",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Benthic (Ref. 58302).  Lives in holes and crevices of seaward reefs from the surge zone to over 26 m. Solitary and secretive in reef crevices; seldom seen (Ref 90102).",NA,0.5,0,14,1993-02-08,2291,2013-02-11,1,1994-05-12,NA
5394,"Gymnothorax",6934,"(Shaw, 1795)","Turkey moray","Gymel_u0.jpg",NA,NA,NA,56,"Muraeninae",3758,NA,"eel-like","R",NA,NA,0,1,1,1,"reef-associated","WaterAssumed",NA,NA,NA,0,51,58302,NA,NA,NA,NA,NA,NA,NA,72,NA,120,"TL",NA,NA,1602,80,"TL",NA,NA,30573,NA,NA,NA,"GYMEL_U3",NA,NA,NA,3258,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,0,0,1,1,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"reports of ciguatera poisoning",4690,"no special ability",NA,NA,1,"Occurs in coral-rich areas of lagoon and seaward reefs from depths of 1 m to at least 36 m.  Prefers very shallow depth and juveniles often in intertidal zones (Ref. 30404).  Benthic (Ref. 58302).  Often seen hunting during low tide among partly exposed reefs (Ref. 48635).  Feeds mainly on fishes, also on crustaceans, by day and probably also at night (Ref. 13550).  Caught with various nets (Ref. 30573).  Minimum depth reported taken from Ref. 86942.",NA,0.5,0,14,1992-04-15,2762,2024-05-28,1,1994-05-12,NA
7547,"Gymnothorax",7251,"(Cuvier, 1829)","Spotted moray","Gymor_u0.jpg",NA,NA,NA,56,"Muraeninae",3758,NA,"eel-like","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,200,9710,0,35,40849,NA,NA,NA,NA,90,NA,200,"TL",NA,NA,57911,60,"TL",NA,NA,5217,2510,NA,40637,"GYMOR_U1",NA,NA,NA,6077,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,1,0,0,1,0,1,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",49392,0,NA,"traumatogenic",5217,"no special ability",NA,NA,1,"A benthic and solitary species (Ref. 26340) abundant in shallow rocky and grassy areas and on coral reefs; less common in turbid bays or harbors. Its bite is very dangerous (Ref. 5217).  Active during the day, sometimes together with other predators.  Feeds on fish and crustaceans (Ref. 42064).  Usually seen with its head protruding from a hole and the rest of its body concealed (Ref. 26938).  Observed to be unusually aggressive towards man (Ref. 86997).  It has been traded as aquarium fish at Ceará, Brazil (Ref. 49392).  Marketed fresh and salted (Ref. 5217).",NA,0.5,0,18,1993-03-03,14,2018-09-06,1,2003-01-27,NA
6395,"Gymnothorax",6934,"(Ahl, 1789)","Paintspotted moray","Gypic_u3.jpg",NA,NA,NA,56,"Muraeninae",3758,NA,"eel-like","R",NA,NA,0,0,1,1,"reef-associated","WaterAssumed",NA,NA,NA,0,100,26165,NA,NA,NA,NA,NA,NA,NA,84,NA,140,"TL",NA,NA,30573,NA,NA,NA,NA,NA,NA,NA,NA,"SIPIC_U2",NA,NA,NA,3258,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,0,0,1,1,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"reports of ciguatera poisoning",4690,"no special ability",NA,NA,1,"Adults inhabit reef flats and rocky intertidal shorelines.  Feed on small fishes and crustaceans, sometimes leaving the water in pursuit of prey (Ref. 9710, 48635).  Benthic (Ref. 58302).  Simultaneous hermaphroditism is confirmed for this species (Ref. 103751).  Caught with various nets (Ref. 30573). Solitary (Ref 90102).  Minimum depth reported taken from Ref. 86942.",NA,0.5,0,10,1992-09-14,2762,2024-05-28,1,1994-05-17,NA
27341,"Gymnothorax",27470,"Bleeker, 1863","Bars'n spots moray","Gypun_u2.jpg",NA,NA,NA,56,"Muraeninae",3758,NA,"eel-like","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,264,50734,NA,NA,NA,NA,NA,NA,NA,40.2,NA,50.5,"TL",NA,NA,27470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found in mud bottoms adjacent to coastal reefs and mangrove estuaries in 0-264 m (Ref 90102).",NA,0.5,0,14,1997-08-01,2,2024-05-20,NA,NA,NA
