autoctr,SpecCode,StockCode,EcologyRefNo,HabitatsRef,Neritic,SupraLittoralZone,Saltmarshes,LittoralZone,TidePools,Intertidal,SubLittoral,Caves,Oceanic,Epipelagic,Mesopelagic,Bathypelagic,Abyssopelagic,Hadopelagic,Estuaries,Mangroves,MarshesSwamps,CaveAnchialine,Stream,Lakes,Cave,Cave2,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,DietTLu,DietseTLu,DietRemark,DietRef,FoodTroph,FoodSeTroph,FoodRemark,FoodRef,AddRems,AssociationRef,Parasitism,Solitary,Symbiosis,Symphorism,Commensalism,Mutualism,Epiphytic,Schooling,SchoolingFrequency,SchoolingLifestage,Shoaling,ShoalingFrequency,ShoalingLifestage,SchoolShoalRef,AssociationsWith,AssociationsRemarks,OutsideHost,OHRemarks,InsideHost,IHRemarks,SubstrateRef,Benthic,Sessile,Mobile,Demersal,Endofauna,Pelagic,Megabenthos,Macrobenthos,Meiobenthos,SoftBottom,Sand,Coarse,Fine,Level,Sloping,Silt,Mud,Ooze,Detritus,Organic,HardBottom,Rocky,Rubble,Gravel,SpecialHabitatRef,Macrophyte,BedsBivalve,BedsRock,SeaGrassBeds,BedsOthers,CoralReefs,ReefExclusive,DropOffs,ReefFlats,Lagoons,Burrows,Tunnels,Guyots,Crevices,Seamounts,ColdSeeps,HydrothermalVents,DeepWaterCorals,Vegetation,Leaves,Stems,Roots,Driftwood,OInverterbrates,OIRemarks,Verterbrates,VRemarks,Pilings,RicePaddies,BoatHulls,Corals,SoftCorals,OnPolyp,BetweenPolyps,HardCorals,OnExoskeleton,InterstitialSpaces,Circadian1,Circadian2,Circadian3,BioAspect1,BioAspect2,BioAspect3,RemarksCircadian,CircadianRef,CircadianAlsoRef,Entered,Dateentered,Modified,Datemodified,Expert,Datechecked,TS,MoTaDieuKienVi
10384,5120,5356,247,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98,0.67,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,A common but little-known inshore bottom shark (Ref. 247).   Feeds on bony fishes and crustaceans (Ref. 43278).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,2008-03-24,NA,2008-03-24,NA,NA,NA,
3037,5121,5357,27313,30573,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9839,variable,9839,NA,NA,NA,NA,NA,NA,3.94,0.64,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Found in neritic and oceanic surface waters (Also Ref. 9773). Capable of leaping out of the water and gliding above the surface. Feeds mainly on planktonic organisms and small fish.,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2000-11-10,2762,2023-12-06,574,2001-06-25,NA,
3038,5122,5358,9137,9137,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,selective plankton feeding,9137,NA,NA,NA,NA,NA,NA,3.4,0.45,Tentative trophic level derived from 1 + troph of a single food item,NA,"Inhabits neritic surface waters, rare in the open ocean (Ref. 30573). Feeds on zooplankton.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2001-05-28,1472,2008-01-14,574,2001-05-29,NA,
8260,5123,5359,44190,44190,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),44190,NA,NA,NA,NA,NA,NA,NA,NA,3.08,0.16,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Found on the continental shelf (Ref. 75154).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2004-02-26,1472,2008-10-30,NA,NA,NA,
3051,5137,5375,6868,6868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),6868,variable,59235,3.14,0.116,3.11,0.319999992847443,Troph of juv./adults from 2 studies.,59235,3.97,0.65,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Adults inhabit standing and flowing waters.  Usually found among marginal vegetation in lakes and swamps with a mud substrate.  Feed on plants, shrimps, insects, mollusks and fish (Ref. 6028).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2000-08-04,309,2014-10-03,NA,NA,NA,
3052,5139,5376,49,NA,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),49,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,4,0.5,Tentative trophic level derived from 1 + troph of a single food item,NA,Found in large schools (Ref. 94495).  Recorded as having been or being farmed in rice fields (Ref. 119549).  Juveniles and/or adults are found in intertidal mud flats (Ref. 121464).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,119549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,-1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1997-04-07,2495,2020-01-17,NA,NA,NA,
3053,5140,5377,4833,4833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Found in tidal rivers and lakes; also beels, canals, ditches, ponds, and inundated fields. Its pectoral spine can cause painful wounds (Ref. 4833). Found in the basinwide tributary of the lower Mekong (Ref. 36667).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,94495,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,2002-10-16,393,2014-09-26,NA,NA,NA,
3054,5143,5381,12693,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),12693,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,3.82999992370605,0.5877,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,2000-10-10,309,2004-09-28,NA,NA,NA,
3055,5144,5382,12693,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),1479,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,4.5,0.8,Tentative trophic level derived from 1 + troph of a single food item,NA,"Occurs in sluggish or standing water in canals, lakes, and swamps (Ref.  12693).  Inhabits waters with submerged aquatic vegetation (Ref. 12693).  Usually found only in deep pools in rivers and occasionally in lakes.  Enters flooded forest (Ref. 9497).  Carnivorous and subsists on fish, frogs, snakes, insects, earthworms and tadpoles (Ref. 1479).  There are reports of this species taking water birds, snakes, and rodents.  Males are territorial.  May bite when caught (Elliot Bligh, pers. comm., 2001).  Relative length of gut is 0.82, animal matter is 100% in the gut content (Ref. 54955).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,2000-10-10,309,2005-08-01,NA,NA,NA,
3062,5152,5391,36667,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Occurs in medium to large-sized rivers (Ref. 12975).  Found in lowland wetlands and peats.  Recorded as having been or being farmed in rice fields (Ref. 119549).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,-1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,2000-11-30,14,2019-07-31,NA,NA,NA,
3066,5158,5397,9137,9137,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,3.95,0.65,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Inhabits coral reefs (Ref. 58534).  Widespread in rocky areas (Ref. 9137).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2001-06-05,1472,2007-08-08,574,2001-06-08,NA,
3067,5159,5398,27313,27313,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9839,variable,9839,NA,NA,NA,NA,NA,NA,3.95,0.64,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occurs in nearshore surface waters, juveniles spread to open sea with floating seaweed. Feeds on zooplankton and small fish.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2000-11-10,574,2001-06-25,574,2000-11-26,NA,
3070,5180,5419,12693,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,plants/detritus+animals (troph. 2.2-2.79),12693,NA,NA,NA,NA,NA,NA,NA,55076,2.69,0.29,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occurs from sea level to at least 2000 m above sea level and is commonly found below waterfalls in isolated mountain streams and on small islands inhabited by few other freshwater fishes (Ref. 2091).  Inhabits medium to large rivers, stagnant water bodies including sluggish flowing canals and brooks of the middle Mekong (Ref. 12975).  Found in middle to bottom depths in fairly shallow waters where it feeds on zooplankton, insect larvae and some vascular plants.  Probably does not migrate (Ref. 12693).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,2000-10-05,309,2005-08-31,NA,NA,NA,
3071,5192,5431,12693,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),12693,NA,NA,NA,NA,NA,NA,NA,NA,4.2,0.73,Tentative trophic level derived from 1 + troph of a single food item,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,2000-10-10,NA,2000-10-10,NA,NA,NA,
3072,5196,5434,2334,2334,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9680,hunting macrofauna (predator),9680,NA,NA,NA,NA,NA,NA,3.63,0.59,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Usually over sand and mud bottoms to at least 170 m (Ref. 30573).  Occasionally on reefs (Ref. 9680).  A nocturnal species (Ref. 9710) that presumably feeds on hard-shelled invertebrates (Ref. 2334).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,58652,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,58534,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2000-11-10,1472,2007-10-18,NA,NA,NA,
11245,5341,5580,94476,94476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2014-02-14,97,2018-04-05,NA,NA,NA,
3108,5345,5584,9137,9137,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,3.99,0.66,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,A relatively uncommon inhabitant of rocky reefs and coral-rich areas (Ref. 27370).  A nocturnal species (Ref. 75154).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,58652,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2001-05-31,1472,2008-11-04,574,2001-06-01,NA,
3109,5348,5587,5222,5222,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),5222,hunting macrofauna (predator),5222,3.72,0.42,3.57,0.519999980926514,Troph of juv./adults from 1 study.,55797,3.85,0.57,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Common in outer reef slopes at depths below 15 m, also occurs in protected bays and lagoons as shallow as 4 m.  May also be found down to a depth of 160 m.  At Madagascar it feeds night and day on brachyuran crabs, fishes, shrimps, and galatheid crabs.  In Kenyan waters it feeds on crabs, stomatopods, fishes, ophiuroids, and octopus.  In the Red Sea, mostly fishes and some crustaceans (mainly crabs) are consumed (Ref. 5222).  In rocky and coral reefs of the Indo-Pacific Region (Ref. 9137).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,58652,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,58652,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2000-11-14,1472,2008-11-19,NA,NA,NA,
3110,5349,5588,11889,11889,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),11889,hunting macrofauna (predator),11889,4.09,0.49,4.02,0.680000007152557,Troph of juv./adults from 1 study.,55797,3.97,0.65,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Usually found around isolated coral heads in lagoons or bays, but also caught on outer reef area.  According to Myers (1989, Ref. 4538) it usually swims out in the open, several meters above the bottom.  It is readily caught by anglers at night.  Feeds mainly on sand-dwelling fishes and crustaceans such as snake eels and box crabs.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1996-11-25,1472,2008-11-19,574,2001-06-08,NA,
3111,5350,5589,5222,5222,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),5222,hunting macrofauna (predator),5222,3.98,0.36,NA,NA,Troph of juv./adults from 1 study.,55797,4.13,0.56,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Juveniles are found in shallow coral rubble, adults in isolated coral heads of lagoon and seaward reefs to depths of 82 m.  Feed mainly on sand-dwelling fishes and crustaceans, sometimes on octopuses (Ref. 5222).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2000-11-10,1472,2008-11-19,574,2000-11-14,NA,
3114,5353,5592,9137,9137,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,3.97,0.65,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Found on the continental shelf (Ref. 75154).  Considered rare in Tahiti but quite common in atolls (Ref. 4821).  The species is easily confused with <i>E. poecilonotus</i>, <i>E. radiatus</i>, or <i>E. tuamotuensis</i>, three closely related deep-water groupers.  Known to be ciguatoxic at Mauritius.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2001-06-06,1472,2008-11-19,574,2001-06-11,NA,
3115,5354,5593,275,58472,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),275,hunting macrofauna (predator),9137,4.33,0.7,NA,NA,Troph of juv./adults from 1 study.,55797,4,0.67,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Widespread in external areas of coral reefs (Ref. 9137, 58534).  The habitat consists of outer reefs from shallow depths down to at least 240 m (Ref. 54301).  Usually seen in clear-water areas at depths below 15 m, and prefers islands and offshore reefs rather than continental shores.  Feeds mainly on fishes, crabs, shrimps,  stomatopods and other crustaceans (Ref. 54301).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58652,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1997-04-08,1472,2008-11-20,574,2001-06-04,NA,
3127,5367,5622,6390,2334,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),4787,hunting macrofauna (predator),4787,3.74,0.299,3.46,0.46,Troph of juv./adults from 2 studies.,6932,3.9,0.66,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Usually found in seagrass beds or on fine sediment bottoms near rocky reefs, dead coral, or alcyonarians (Refs. 5222, 9773), in shallow continental shelf waters (Ref. 27353).  Juveniles are common at water depths to 80 m (Ref. 6390).  Probably spawn during restricted periods and form aggregations when doing so (Ref. 27352).  Eggs and early larvae are probably pelagic (Ref. 6390).  Feed on fish and benthic invertebrates, primarily prawns and crabs (Ref. 4787, 27354).  Feed in water to more than 100 m depth (Ref. 27354).  Probably make frequent use of shelters, suggesting an 'ambush' method of feeding (Refs. 6390, 9773).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,58652,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,58652,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1998-10-02,2762,2024-02-05,574,2001-06-06,NA,
3128,5368,5624,4332,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),4332,hunting macrofauna (predator),5213,NA,NA,3.37,0.58,NA,26055,3.25,0.47,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabits coastal waters (Ref. 30573), and sandy areas (Ref. 9137). Abundant in shallow water and often caught at the surf-line or in rock pools (Ref. 9987). Larger, solitary fish sometimes enter brackish mangrove areas (Ref. 9987). Juveniles in estuaries move into deeper water with growth (Ref. 4335). Feeds on benthic invertebrates, mainly mollusks (Ref. 5213); also on crabs and worms (Ref. 9137) and aquatic macrophytes (Ref. 26055).",9710,0,0,0,0,0,0,0,-1,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,53568,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1997-04-08,97,2018-04-05,NA,NA,NA,
3131,5374,5630,4959,4959,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),33559,hunting macrofauna (predator),4959,3.1,0.4,3.09,0.36,Troph of juv./adults from 1 study.,33559,3.85,0.41,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabits rocky and coral reefs (Ref. 9137).  A tropical inshore shark found on sand, rubble, or coral bottoms of the continental and insular shelves (Refs. 247, 9773, 129713).  Recorded to have entered freshwater (Ref. 4735).  Rather sluggish at least during the day (Ref. 247).   Nocturnal, feeds mainly on mollusks, bivalves, small bony fishes and crabs (Refs. 9993, 129713). Slow-swimming and able to squirm into narrow cracks, crevices and channel in reefs while searching for food (Ref. 247).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,129713,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,43278,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1993-01-07,2762,2023-12-11,711,2001-05-11,NA,
3132,4508,5631,11889,11889,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),11889,hunting macrofauna (predator),11889,3.26,0.26,NA,NA,Troph of juv./adults from 1 study.,55797,3.73,0.6,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabits sandy areas among coral reefs. A solitary species found on sandy bottoms near rocky or coral reefs (Ref. 12951).  Usually found in deeper water but moves onto the reef flat and into shallow lagoons at high tide (Ref. 12951).  Occasionally covers itself with sand, leaving only its eyes and tail visible (Ref. 37816).  Feeds on crabs and shrimps (Ref. 5578).   A carnivore (Ref. 9137).  Also Ref. 58534.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,58652,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1996-11-25,1472,2007-08-06,574,2001-05-24,NA,
